日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20241031,3496,アズーム,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3497,ＬｅＴｅｃｈ,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20241031,3498,霞ヶ関キャピタル,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20241031,3501,住江織物,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3512,日本フエルト,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3513,イチカワ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3521,エコナックホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3524,日東製網,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3526,芦森工業,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20241031,3529,アツギ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3536,アクサスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3537,昭栄薬品,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3538,ウイルプラスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3539,ＪＭホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3540,歯愛メディカル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3541,農業総合研究所,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3542,ベガコーポレーション,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3543,コメダホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20241031,3544,サツドラホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3546,アレンザホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3547,串カツ田中ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3548,バロックジャパンリミテッド,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3549,クスリのアオキホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3550,スタジオアタオ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3551,ダイニック,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3553,共和レザー,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20241031,3556,リネットジャパングループ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3557,ユナイテッド＆コレクティブ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3558,ジェイドグループ,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3559,ピーバンドットコム,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3560,ほぼ日,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,3561,力の源ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,3562,Ｎｏ．１,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,3565,アセンテック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,3566,ユニフォームネクスト,グロース（内国株式）,6100,小売業,14,小売,-,-
20241031,3569,セーレン,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20241031,3571,ソトー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3577,東海染工,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3580,小松マテーレ,プライム（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3583,オーベクス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241031,3591,ワコールホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学,4,TOPIX Mid400
20241031,3593,ホギメディカル,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20241031,3597,自重堂,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241031,3598,山喜,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241031,3600,フジックス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241031,3604,川本産業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,-,-
20241031,3607,クラウディアホールディングス,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3608,ＴＳＩホールディングス,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20241031,3611,マツオカコーポレーション,スタンダード（内国株式）,3100,繊維製品,4,素材・化学,7,TOPIX Small 2
20241031,3612,ワールド,プライム（内国株式）,3100,繊維製品,4,素材・化学,6,TOPIX Small 1
20241031,3622,ネットイヤーグループ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3623,ビリングシステム,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3624,アクセルマーク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3625,テックファームホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3626,ＴＩＳ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20241031,3627,テクミラホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3628,データホライゾン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3632,グリー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,3633,ＧＭＯペパボ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3634,ソケッツ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3635,コーエーテクモホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20241031,3636,三菱総合研究所,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,3639,ボルテージ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3640,電算,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3641,パピレス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3645,メディカルネット,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3646,駅探,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3647,ジー・スリーホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3648,ＡＧＳ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3649,ファインデックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3652,ディジタルメディアプロフェッショナル,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3653,モルフォ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3655,ブレインパッド,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3656,ＫＬａｂ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3657,ポールトゥウィンホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3659,ネクソン,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20241031,3660,アイスタイル,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,3661,エムアップホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,3662,エイチーム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3663,セルシス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3664,モブキャストホールディングス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3665,エニグモ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3666,テクノスジャパン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3667,ｅｎｉｓｈ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3668,コロプラ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,3670,協立情報通信,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3671,ソフトマックス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3672,オルトプラス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3673,ブロードリーフ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,3674,オークファン,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3675,クロス・マーケティンググループ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3676,デジタルハーツホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3678,メディアドゥ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20241031,3679,じげん,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20241031,3680,ホットリンク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20241031,3681,ブイキューブ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
